,year,billionaires,country,net_worth,country_population,urban_population,gdp_usd_mil,gdp_growth,gdp_per_capita,trade_percent_gdp,co2_emmissions,billionaires_per_mil_population
0,2011.0,2,,2.4,,,,,,,,
1,2015.0,1,Algeria,3.1,39728020.0,28146508.0,165979.28,3.7,4177.89,59.7,263140.01,0.0252
2,2016.0,1,Algeria,3.1,40551398.0,28977623.0,171290.62,3.2,4224.04,55.93,265359.99,0.0247
3,2017.0,1,Algeria,3.1,41389174.0,29821728.0,173517.39,1.3,4192.34,55.32,268899.99,0.0242
4,2018.0,1,Algeria,4.0,42228415.0,30670076.0,175426.09,1.1,4154.22,58.07,278030.0,0.0237
5,2019.0,1,Algeria,4.0,43053054.0,31510100.0,177180.35,1.0,4115.4,51.84,282010.01,0.0232
6,2020.0,1,Algeria,4.5,43851043.0,32332690.0,168144.15,-5.1,3834.44,45.84,282010.01,0.0228
7,2021.0,1,Algeria,4.8,44616626.0,33132753.0,174613.99,3.85,3913.65,50.25,282010.01,0.0224
8,2022.0,1,Algeria,5.1,44616626.0,33132753.0,174613.99,3.85,3913.65,50.25,282010.01,0.0224
9,2015.0,1,Angola,3.3,27884380.0,17691524.0,87219.29,0.94,3127.89,62.89,87360.0,0.0359
10,2016.0,1,Angola,3.0,28842482.0,18502164.0,84969.03,-2.58,2945.97,53.37,85910.0,0.0347
11,2017.0,1,Angola,3.1,29816769.0,19332895.0,84841.58,-0.15,2845.43,52.26,81010.0,0.0335
12,2018.0,1,Angola,2.6,30809787.0,20184724.0,83724.8,-1.32,2717.47,66.38,75240.0,0.0325
13,2019.0,1,Angola,2.6,31825299.0,21061028.0,83138.73,-0.7,2612.35,57.83,79680.0,0.0314
14,2020.0,1,Angola,1.8,32866268.0,21962884.0,78566.1,-5.5,2390.48,56.86,79680.0,0.0304
15,2010.0,1,Argentina,2.0,40788453.0,37055902.0,552738.16,10.13,13551.34,34.97,339609.99,0.0245
16,2011.0,2,Argentina,6.5,41261490.0,37543830.0,585924.29,6.0,14200.27,35.21,350250.0,0.0485
17,2012.0,4,Argentina,9.6,41733271.0,38027774.0,579910.25,-1.03,13895.63,30.53,355299.99,0.0958
18,2013.0,4,Argentina,9.6,42202935.0,38509756.0,593858.97,2.41,14071.51,29.33,364480.01,0.0948
19,2014.0,3,Argentina,4.6,42669500.0,38990109.0,578937.57,-2.51,13567.95,28.41,363149.99,0.0703
20,2015.0,5,Argentina,11.15,43131966.0,39467043.0,594749.29,2.73,13789.06,22.49,370000.0,0.1159
21,2016.0,4,Argentina,9.2,43590368.0,39940546.0,582376.55,-2.08,13360.21,26.09,373329.99,0.0918
22,2017.0,7,Argentina,12.4,44044811.0,40410674.0,598790.85,2.82,13595.04,25.29,377209.99,0.1589
23,2018.0,9,Argentina,15.600000000000001,44494502.0,40877099.0,583118.12,-2.62,13105.4,30.76,375100.01,0.2023
24,2019.0,9,Argentina,15.600000000000001,44938712.0,41339571.0,571304.53,-2.03,12712.97,32.21,369049.99,0.2003
25,2020.0,4,Argentina,10.5,45376763.0,41796990.0,514772.41,-9.9,11344.41,30.15,369049.99,0.0882
26,2021.0,5,Argentina,15.299999999999999,45808747.0,42248949.0,567607.42,10.26,12390.81,33.43,369049.99,0.1091
27,2022.0,6,Argentina,14.0,45808747.0,42248949.0,567607.42,10.26,12390.81,33.43,369049.99,0.1091
28,2010.0,11,Australia,25.7,22031750.0,18767085.0,1179642.33,2.17,53542.83,40.56,566440.0,0.4993
29,2011.0,18,Australia,50.4,22340024.0,19056040.0,1208776.5,2.47,54108.11,41.86,668340.03,0.8057
30,2012.0,18,Australia,65.65,22733465.0,19414834.0,1256128.66,3.92,55254.61,43.18,667440.0,0.7918
31,2013.0,18,Australia,65.65,23128129.0,19775013.0,1288790.66,2.6,55723.95,41.28,580880.0,0.7783
32,2014.0,10,Australia,20.8,23475686.0,20095657.0,1321821.49,2.56,56305.98,42.47,597270.02,0.426
33,2015.0,27,Australia,68.95,23815995.0,20410546.0,1350534.15,2.17,56707.02,41.63,596979.98,1.1337
34,2016.0,25,Australia,61.7,24190907.0,20755798.0,1387560.98,2.74,57358.78,40.82,574450.01,1.0334
35,2017.0,33,Australia,91.0,24601860.0,21133982.0,1419418.37,2.3,57695.57,41.94,623270.02,1.3414
36,2018.0,43,Australia,117.89999999999999,24982688.0,21488110.0,1460169.48,2.87,58447.25,43.38,617390.01,1.7212
37,2019.0,43,Australia,117.89999999999999,25365745.0,21845994.0,1491025.04,2.11,58781.05,45.85,585979.98,1.6952
38,2020.0,39,Australia,134.6,25693267.0,22158130.0,1490967.84,0.0,58029.52,44.04,585979.98,1.5179
39,2021.0,44,Australia,181.5,25739256.0,22228936.0,1512962.04,1.48,58780.33,40.02,585979.98,1.7095
40,2022.0,46,Australia,207.1,25739256.0,22228936.0,1512962.04,1.48,58780.33,40.02,585979.98,1.7095
41,2010.0,4,Austria,13.0,8363404.0,4800510.0,362424.01,1.84,43334.51,99.02,83510.0,0.4783
42,2011.0,5,Austria,17.5,8391643.0,4792887.0,373016.92,2.92,44451.0,105.1,81530.0,0.5958
43,2012.0,6,Austria,21.2,8429991.0,4817487.0,375555.1,0.68,44549.88,105.15,78330.0,0.7117
44,2013.0,6,Austria,21.2,8479823.0,4861991.0,375650.89,0.03,44299.38,104.07,78870.0,0.7076
45,2014.0,3,Austria,6.2,8546356.0,4916377.0,378134.96,0.66,44245.17,103.5,75150.0,0.351
46,2015.0,7,Austria,29.55,8642699.0,4988134.0,381971.15,1.01,44195.82,102.43,76340.0,0.8099
47,2016.0,6,Austria,29.0,8736668.0,5058968.0,389570.22,1.99,44590.25,100.98,76730.0,0.6868
48,2017.0,8,Austria,31.2,8797566.0,5110858.0,398368.95,2.26,45281.72,104.94,78650.0,0.9093
49,2018.0,8,Austria,43.4,8840521.0,5153759.0,408334.53,2.5,46188.97,107.88,75440.0,0.9049
50,2019.0,8,Austria,43.4,8879920.0,5196085.0,414423.66,1.49,46669.75,107.48,76920.0,0.9009
51,2020.0,9,Austria,52.0,8916864.0,5238479.0,386514.24,-6.73,43346.43,100.0,76920.0,1.0093
52,2021.0,12,Austria,62.699999999999996,8956279.0,5283757.0,403845.42,4.48,45090.76,110.99,76920.0,1.3398
53,2022.0,11,Austria,61.699999999999996,8956279.0,5283757.0,403845.42,4.48,45090.76,110.99,76920.0,1.3398
54,2022.0,1,Barbados,1.7,,,,,,,,
55,2010.0,2,Belgium,5.9,10895586.0,10639649.0,433403.81,2.86,39777.93,150.0,124740.0,0.1836
56,2011.0,4,Belgium,8.8,11038264.0,10784163.0,440747.89,1.69,39929.1,161.49,113130.0,0.3624
57,2012.0,2,Belgium,6.4,11106932.0,10856360.0,444005.98,0.74,39975.57,160.75,111910.0,0.1801
58,2013.0,2,Belgium,6.4,11159407.0,10912673.0,446045.04,0.46,39970.32,157.85,112890.0,0.1792
59,2014.0,2,Belgium,6.6000000000000005,11209057.0,10966157.0,453086.01,1.58,40421.42,158.78,106510.0,0.1784
60,2015.0,3,Belgium,8.200000000000001,11274196.0,11034732.0,462335.57,2.04,41008.3,154.19,111430.0,0.2661
61,2016.0,3,Belgium,7.5,11331422.0,11095615.0,468191.92,1.27,41318.02,157.67,110380.0,0.2648
62,2017.0,2,Belgium,6.7,11375158.0,11143219.0,475774.66,1.62,41825.76,165.33,108310.0,0.1758
63,2018.0,2,Belgium,8.3,11427054.0,11198627.0,484547.47,1.84,42403.53,166.29,109060.0,0.175
64,2019.0,2,Belgium,8.3,11488980.0,11263911.0,494778.84,2.11,43065.52,163.69,108060.0,0.1741
65,2020.0,2,Belgium,9.0,11544241.0,11322476.0,466671.77,-5.68,40424.64,158.68,108060.0,0.1732
66,2021.0,3,Belgium,12.6,11587882.0,11369682.0,495814.13,6.24,42787.3,169.37,108060.0,0.2589
67,2022.0,3,Belgium,11.9,11587882.0,11369682.0,495814.13,6.24,42787.3,169.37,108060.0,0.2589
68,2010.0,1,Belize,1.2,322465.0,145844.0,1537.36,3.33,4767.53,116.79,1270.0,3.1011
69,2011.0,1,Belize,1.8,330236.0,149359.0,1562.01,1.6,4729.99,126.43,1430.0,3.0281
70,2012.0,1,Belize,1.1,338001.0,152932.0,1599.94,2.43,4733.55,127.55,1400.0,2.9586
71,2013.0,1,Belize,1.1,345707.0,156543.0,1613.48,0.85,4667.18,131.75,1290.0,2.8926
72,2022.0,1,Belize,3.6,345707.0,156543.0,1613.48,0.85,4667.18,131.75,1290.0,2.8926
73,2010.0,18,Brazil,90.3,195713637.0,165055096.0,1703150.04,7.53,8702.26,22.77,991489.99,0.092
74,2011.0,31,Brazil,133.8,197514541.0,167158531.0,1770840.43,3.97,8965.62,23.93,1010710.02,0.157
75,2012.0,37,Brazil,153.0,199287292.0,169240747.0,1804861.39,1.92,9056.58,25.11,1049939.94,0.1857
76,2013.0,37,Brazil,153.0,201035904.0,171300683.0,1859094.27,3.0,9247.57,25.79,1080709.96,0.184
77,2014.0,19,Brazil,72.1,202763744.0,173346780.0,1868463.29,0.5,9214.98,24.69,1118099.98,0.0937
78,2015.0,54,Brazil,181.05,204471759.0,175375428.0,1802212.0,-3.55,8813.99,26.95,1095300.05,0.2641
79,2016.0,31,Brazil,135.1,206163056.0,177386817.0,1743173.03,-3.28,8455.31,24.53,1063569.95,0.1504
80,2017.0,43,Brazil,172.1,207833825.0,179379296.0,1766232.93,1.32,8498.29,24.32,1079310.06,0.2069
81,2018.0,42,Brazil,176.4,209469320.0,181335496.0,1797736.64,1.78,8582.34,28.88,1046579.96,0.2005
82,2019.0,42,Brazil,176.4,211049519.0,183241634.0,1819683.01,1.22,8622.07,28.89,1057260.01,0.199
83,2020.0,47,Brazil,154.7,212559409.0,185081854.0,1749103.39,-3.88,8228.77,32.89,1057260.01,0.2211
84,2021.0,65,Brazil,211.7,213993441.0,186852653.0,1829901.85,4.62,8551.21,39.18,1057260.01,0.3037
85,2022.0,62,Brazil,186.7,213993441.0,186852653.0,1829901.85,4.62,8551.21,39.18,1057260.01,0.3037
86,2022.0,2,Bulgaria,4.0,,,,,,,,
87,2010.0,24,Canada,74.7,34004889.0,27522537.0,1399482.21,3.09,41155.32,60.21,669979.98,0.7058
88,2011.0,25,Canada,88.1,34339328.0,27847821.0,1443522.26,3.15,42037.0,62.5,686500.0,0.728
89,2012.0,26,Canada,80.9,34714222.0,28166078.0,1468960.33,1.76,42315.81,62.6,686650.02,0.749
90,2013.0,26,Canada,80.9,35082954.0,28479640.0,1503174.22,2.33,42846.28,62.23,698679.99,0.7411
91,2014.0,15,Canada,57.800000000000004,35437435.0,28781576.0,1546315.86,2.87,43635.1,64.38,706320.01,0.4233
92,2015.0,39,Canada,134.7,35702908.0,29011826.0,1556508.82,0.66,43596.14,66.16,704479.98,1.0923
93,2016.0,34,Canada,113.60000000000001,36109487.0,29357013.0,1572095.61,1.0,43536.91,65.36,704750.0,0.9416
94,2017.0,39,Canada,133.8,36545236.0,29729549.0,1619885.43,3.04,44325.49,65.1,721010.01,1.0672
95,2018.0,46,Canada,148.5,37065084.0,30175056.0,1664870.31,2.78,44917.48,66.45,737989.99,1.2411
96,2019.0,46,Canada,148.5,37601230.0,30638234.0,1696163.08,1.88,45109.24,65.41,736929.99,1.2234
97,2020.0,45,Canada,169.6,38037204.0,31023904.0,1607402.45,-5.23,42258.69,60.78,736929.99,1.1831
98,2021.0,64,Canada,231.1,38246108.0,31229095.0,1680746.52,4.56,43945.56,61.23,736929.99,1.6734
99,2022.0,65,Canada,312.6,38246108.0,31229095.0,1680746.52,4.56,43945.56,61.23,736929.99,1.6734
100,2010.0,4,Chile,26.3,17062531.0,14857028.0,200190.07,5.85,11732.73,69.72,91660.0,0.2344
101,2011.0,5,Chile,44.9,17233584.0,15015966.0,212649.69,6.22,12339.26,72.48,98100.0,0.2901
102,2012.0,5,Chile,40.9,17400359.0,15171199.0,225739.0,6.16,12973.24,68.16,100540.0,0.2874
103,2013.0,5,Chile,40.9,17571511.0,15330440.0,233207.6,3.31,13271.91,65.14,103820.0,0.2846
104,2014.0,6,Chile,29.3,17758969.0,15504113.0,237388.19,1.79,13367.23,65.63,96450.0,0.3379
105,2015.0,12,Chile,39.85,17969356.0,15698029.0,242496.65,2.15,13495.01,59.35,102130.0,0.6678
106,2016.0,10,Chile,29.0,18209072.0,15918735.0,246747.71,1.75,13550.81,56.06,106590.0,0.5492
107,2017.0,12,Chile,41.4,18470435.0,16159784.0,250097.79,1.36,13540.44,56.03,107510.0,0.6497
108,2018.0,11,Chile,41.9,18729166.0,16400007.0,260076.77,3.99,13886.19,58.18,107690.0,0.5873
109,2019.0,11,Chile,41.9,18952035.0,16610132.0,262080.76,0.77,13828.63,57.53,113020.0,0.5804
110,2020.0,8,Chile,27.1,19116209.0,16770077.0,246412.99,-5.98,12890.26,58.5,113020.0,0.4185
111,2021.0,9,Chile,42.7,19212362.0,16871720.0,275165.01,11.67,14322.29,64.43,113020.0,0.4684
112,2022.0,7,Chile,38.6,19212362.0,16871720.0,275165.01,11.67,14322.29,64.43,113020.0,0.4684
113,2010.0,64,China,133.2,1337705000.0,658498663.0,7554098.73,10.64,5647.06,50.72,10218509.77,0.0478
114,2011.0,116,China,230.0,1345035000.0,679390629.0,8275578.02,9.55,6152.69,50.74,11098190.43,0.0862
115,2012.0,95,China,204.35,1354190000.0,700996454.0,8926347.67,7.86,6591.65,48.27,11385459.96,0.0702
116,2013.0,95,China,204.35,1363240000.0,722694421.0,9619581.22,7.77,7056.41,46.74,11878030.27,0.0697
117,2014.0,69,China,144.1,1371860000.0,744357517.0,10333908.59,7.43,7532.77,44.91,11938030.27,0.0503
118,2015.0,213,China,564.7,1379860000.0,765822300.0,11061553.08,7.04,8016.43,39.46,11818469.73,0.1544
119,2016.0,251,China,592.9,1387790000.0,787376534.0,11819132.55,6.85,8516.51,36.89,11800830.08,0.1809
120,2017.0,319,China,808.6,1396215000.0,809246214.0,12640231.42,6.95,9053.21,37.63,12035269.53,0.2285
121,2018.0,373,China,1120.4,1402760000.0,829760595.0,13493418.45,6.75,9619.19,37.57,12471089.84,0.2659
122,2019.0,373,China,1120.4,1407745000.0,848982855.0,14296344.42,5.95,10155.49,35.89,12705089.84,0.265
123,2020.0,399,China,1379.6,1411100000.0,866810508.0,14616539.91,2.24,10358.26,34.59,12705089.84,0.2828
124,2021.0,626,China,2531.9,1412360000.0,882894483.0,15801910.98,8.11,11188.3,37.43,12705089.84,0.4432
125,2022.0,539,China,1962.45,1412360000.0,882894483.0,15801910.98,8.11,11188.3,37.43,12705089.84,0.4432
126,2010.0,2,Colombia,11.6,45222699.0,35257425.0,233471.48,4.49,5162.71,34.26,161140.0,0.0442
127,2011.0,2,Colombia,18.9,45662747.0,35769913.0,249692.83,6.95,5468.2,39.47,165080.0,0.0438
128,2012.0,3,Colombia,23.6,46075721.0,36262053.0,259462.4,3.91,5631.22,38.84,163950.0,0.0651
129,2013.0,3,Colombia,23.6,46495492.0,36759801.0,272783.18,5.13,5866.87,37.99,170899.99,0.0645
130,2014.0,3,Colombia,27.7,46967706.0,37299404.0,285055.78,4.5,6069.19,37.49,174360.0,0.0639
131,2015.0,3,Colombia,18.5,47520667.0,37904385.0,293481.75,2.96,6175.88,38.36,175230.0,0.0631
132,2016.0,3,Colombia,13.600000000000001,48175048.0,38592067.0,299607.83,2.09,6219.15,36.2,178210.01,0.0623
133,2017.0,3,Colombia,17.1,48909844.0,39346013.0,303680.59,1.36,6208.99,35.28,173310.0,0.0613
134,2018.0,3,Colombia,18.6,49661056.0,40115208.0,311467.94,2.56,6271.88,36.53,181520.0,0.0604
135,2019.0,3,Colombia,18.6,50339443.0,40827302.0,321393.97,3.19,6384.54,37.56,187340.0,0.0596
136,2020.0,3,Colombia,14.2,50882884.0,41431388.0,298741.64,-7.05,5871.16,33.9,187340.0,0.059
137,2021.0,5,Colombia,26.2,51265841.0,41904698.0,330298.6,10.56,6442.86,40.58,187340.0,0.0975
138,2022.0,4,Colombia,24.1,51265841.0,41904698.0,330298.6,10.56,6442.86,40.58,187340.0,0.0975
139,2010.0,1,Cyprus,7.7,1112617.0,751584.0,21581.99,2.01,26019.76,109.1,9210.0,0.8988
140,2011.0,2,Cyprus,11.7,1124837.0,758208.0,21668.63,0.4,25466.11,110.82,8960.0,1.778
141,2012.0,2,Cyprus,12.3,1135046.0,763443.0,20921.75,-3.45,24216.53,112.54,8440.0,1.762
142,2013.0,2,Cyprus,12.3,1143866.0,767957.0,19550.73,-6.55,22682.27,121.14,7740.0,1.7485
143,2015.0,5,Cyprus,15.8,1160987.0,777234.0,19842.4,3.38,23408.34,137.59,8210.0,4.3067
144,2016.0,5,Cyprus,13.4,1170189.0,782634.0,21123.14,6.45,24805.2,139.38,8600.0,4.2728
145,2017.0,6,Cyprus,16.4,1179685.0,788454.0,22359.38,5.85,26013.83,148.36,8740.0,5.0861
146,2018.0,7,Cyprus,17.6,1189262.0,794546.0,23632.27,5.69,27161.4,148.85,8560.0,5.886
147,2019.0,7,Cyprus,17.6,1198574.0,800707.0,24880.8,5.28,28211.06,150.97,8540.0,5.8403
148,2020.0,3,Cyprus,15.8,1207361.0,806771.0,23640.67,-4.98,26502.85,154.09,8540.0,2.4848
149,2021.0,5,Cyprus,18.1,1215588.0,812694.0,24943.91,5.51,27714.75,160.94,8540.0,4.1132
150,2022.0,6,Cyprus,20.2,1215588.0,812694.0,24943.91,5.51,27714.75,160.94,8540.0,4.1132
151,2010.0,3,Czech Republic,9.799999999999999,4.1132,4.1132,4.1132,4.1132,4.1132,4.1132,4.1132,4.1132
152,2011.0,3,Czech Republic,12.299999999999999,,,,,,,,
153,2012.0,3,Czech Republic,11.5,,,,,,,,
154,2013.0,3,Czech Republic,11.5,,,,,,,,
155,2014.0,3,Czech Republic,5.0,,,,,,,,
156,2015.0,5,Czech Republic,15.450000000000001,,,,,,,,
157,2016.0,5,Czech Republic,17.8,,,,,,,,
158,2017.0,6,Czech Republic,23.5,,,,,,,,
159,2018.0,6,Czech Republic,30.1,,,,,,,,
160,2019.0,6,Czech Republic,30.1,,,,,,,,
161,2020.0,8,Czechia,37.0,10697858.0,7922941.0,203094.95,-5.8,18984.64,135.15,,0.7478
162,2021.0,9,Czechia,41.4,10703446.0,7943455.0,209883.71,3.34,19608.99,142.11,,0.8409
163,2022.0,9,Czechia,49.0,10703446.0,7943455.0,209883.71,3.34,19608.99,142.11,,0.8409
164,2010.0,2,Denmark,5.0,5547683.0,4815111.0,283894.17,1.87,51173.47,94.1,63160.0,0.3605
165,2011.0,3,Denmark,10.1,5570572.0,4844002.0,287689.2,1.34,51644.46,101.25,57740.0,0.5385
166,2012.0,3,Denmark,11.1,5591572.0,4872608.0,288340.82,0.23,51567.04,103.24,52650.0,0.5365
167,2013.0,3,Denmark,11.1,5614932.0,4901386.0,291032.02,0.93,51831.8,103.05,54080.0,0.5343
168,2014.0,4,Denmark,23.2,5643475.0,4932961.0,295744.98,1.62,52404.76,102.26,49890.0,0.7088
169,2015.0,5,Denmark,25.7,5683483.0,4974525.0,302673.07,2.34,53254.86,104.05,47880.0,0.8797
170,2016.0,6,Denmark,29.4,5728010.0,5020143.0,312497.71,3.25,54556.07,100.17,49420.0,1.0475
171,2017.0,6,Denmark,38.6,5764980.0,5059173.0,321315.57,2.82,55735.76,102.98,47110.0,1.0408
172,2018.0,10,Denmark,43.7,5793636.0,5091100.0,327708.26,1.99,56563.49,106.97,46580.0,1.726
173,2019.0,10,Denmark,43.7,5814422.0,5116342.0,334638.19,2.11,57553.13,110.61,43200.0,1.7199
174,2020.0,8,Denmark,46.6,5831404.0,5138400.0,327737.53,-2.06,56202.17,103.31,43200.0,1.3719
175,2021.0,10,Denmark,61.3,5856733.0,5167981.0,343119.68,4.69,58585.51,112.43,43200.0,1.7074
176,2022.0,9,Denmark,57.0,5856733.0,5167981.0,343119.68,4.69,58585.51,112.43,43200.0,1.7074
177,2010.0,4,Egypt,13.0,82761244.0,35603060.0,288446.29,5.15,3485.28,47.94,289950.01,0.0483
178,2011.0,8,Egypt,20.2,84529251.0,36347578.0,293536.13,1.76,3472.6,45.26,297750.0,0.0946
179,2012.0,7,Egypt,17.2,86422240.0,37114895.0,300070.83,2.23,3472.15,40.71,308459.99,0.081
180,2013.0,7,Egypt,17.2,88404652.0,37919407.0,306628.78,2.19,3468.47,40.37,305399.99,0.0792
181,2014.0,4,Egypt,13.9,90424668.0,38737024.0,315569.8,2.92,3489.86,36.92,311170.01,0.0442
182,2015.0,8,Egypt,23.45,92442549.0,39551545.0,329366.58,4.37,3562.93,34.85,317380.0,0.0865
183,2016.0,6,Egypt,14.2,94447071.0,40359122.0,343682.97,4.35,3638.89,30.25,325470.0,0.0635
184,2017.0,7,Egypt,18.1,96442590.0,41185808.0,358053.11,4.18,3712.6,45.13,338429.99,0.0726
185,2018.0,6,Egypt,18.2,98423602.0,42030815.0,377080.49,5.31,3831.2,48.28,344820.01,0.061
186,2019.0,6,Egypt,18.2,100388076.0,42895825.0,398037.43,5.56,3964.99,43.24,351769.99,0.0598
187,2020.0,6,Egypt,18.4,102334403.0,43781728.0,412246.05,3.57,4028.42,33.76,351769.99,0.0586
188,2021.0,6,Egypt,18.400000000000002,104258327.0,44687204.0,425960.41,3.33,4085.62,31.37,351769.99,0.0575
189,2022.0,6,Egypt,18.3,104258327.0,44687204.0,425960.41,3.33,4085.62,31.37,351769.99,0.0575
190,2022.0,1,Estonia,1.2,,,,,,,,
191,2014.0,1,Eswatini,3.7,,,,,,,,
192,2015.0,1,Eswatini,3.9,,,,,,,,
193,2016.0,1,Eswatini,3.7,,,,,,,,
194,2017.0,1,Eswatini,3.9,,,,,,,,
195,2018.0,1,Eswatini,4.3,,,,,,,,
196,2019.0,1,Eswatini,4.3,,,,,,,,
197,2020.0,1,Eswatini,4.0,,,,,,,,
198,2021.0,1,Eswatini,4.7,,,,,,,,
199,2022.0,1,Eswatini,5.3,,,,,,,,
200,2010.0,1,Finland,1.3,5363352.0,4492880.0,233646.77,3.19,43563.57,75.46,74800.0,0.1865
201,2011.0,1,Finland,1.9,5388272.0,4543014.0,239599.31,2.55,44466.82,78.58,66770.0,0.1856
202,2012.0,1,Finland,2.0,5413971.0,4593267.0,236250.8,-1.4,43637.25,79.17,61110.0,0.1847
203,2013.0,1,Finland,2.0,5438972.0,4629925.0,234120.53,-0.9,43045.0,77.09,61880.0,0.1839
204,2014.0,1,Finland,3.3,5461512.0,4651843.0,233266.21,-0.36,42710.92,74.11,57820.0,0.1831
205,2015.0,5,Finland,8.05,5479531.0,4669930.0,234534.38,0.54,42801.91,71.38,54350.0,0.9125
206,2016.0,6,Finland,10.5,5495303.0,4686120.0,241128.22,2.81,43878.97,70.9,57030.0,1.0918
207,2017.0,7,Finland,12.9,5508214.0,4699884.0,248826.02,3.19,45173.63,75.05,54160.0,1.2708
208,2018.0,6,Finland,13.5,5515525.0,4709266.0,251667.48,1.14,45628.93,78.19,55490.0,1.0878
209,2019.0,6,Finland,13.5,5521606.0,4717991.0,254739.72,1.22,46135.08,79.61,51480.0,1.0866
210,2020.0,6,Finland,13.8,5529543.0,4728699.0,248882.6,-2.3,45009.62,71.28,51480.0,1.0851
211,2021.0,7,Finland,16.5,5541696.0,4743470.0,257530.15,3.47,46471.36,77.63,51480.0,1.2632
212,2022.0,7,Finland,12.6,5541696.0,4743470.0,257530.15,3.47,46471.36,77.63,51480.0,1.2632
213,2010.0,12,France,89.7,65027505.0,50961405.0,2317567.54,1.95,35639.8,54.87,472620.0,0.1845
214,2011.0,13,France,115.6,65342789.0,51373808.0,2368384.86,2.19,36245.54,58.79,456720.0,0.199
215,2012.0,15,France,122.0,65659814.0,51791148.0,2375801.09,0.31,36183.49,59.7,460299.99,0.2285
216,2013.0,15,France,122.0,65998685.0,52228059.0,2389493.47,0.58,36205.17,59.76,461269.99,0.2273
217,2014.0,22,France,121.9,66312067.0,52647802.0,2412341.4,0.96,36378.62,60.48,427769.99,0.3318
218,2015.0,47,France,253.4,66548272.0,53009026.0,2439188.64,1.11,36652.92,61.75,433220.0,0.7063
219,2016.0,39,France,212.0,66724104.0,53323902.0,2465909.09,1.1,36956.8,61.1,433600.01,0.5845
220,2017.0,38,France,245.1,66918020.0,53654868.0,2522413.42,2.29,37694.08,62.96,436179.99,0.5679
221,2018.0,40,France,320.4,67101930.0,53979477.0,2569458.1,1.87,38291.87,64.44,422739.99,0.5961
222,2019.0,40,France,320.4,67248926.0,54275936.0,2616812.49,1.84,38912.33,64.14,414040.01,0.5948
223,2020.0,44,France,419.5,67379908.0,54560881.0,2411255.16,-7.86,35785.97,57.77,414040.01,0.653
224,2021.0,42,France,512.2,67499343.0,54837816.0,2579164.63,6.96,38210.22,61.97,414040.01,0.6222
225,2022.0,43,France,550.0,67499343.0,54837816.0,2579164.63,6.96,38210.22,61.97,414040.01,0.6222
226,2012.0,1,Georgia,6.4,3728874.0,2099468.0,13413.52,6.37,3597.2,91.94,15340.0,0.2682
227,2013.0,1,Georgia,6.4,3717668.0,2107360.0,13899.26,3.62,3738.71,95.6,16220.0,0.269
228,2015.0,1,Georgia,5.2,3725276.0,2140097.0,14953.95,3.02,4014.19,98.77,17150.0,0.2684
229,2016.0,1,Georgia,4.8,3727505.0,2155877.0,15388.58,2.91,4128.39,96.83,17580.0,0.2683
230,2017.0,1,Georgia,4.5,3728004.0,2170854.0,16133.79,4.84,4327.73,104.04,17460.0,0.2682
231,2018.0,1,Georgia,4.6,3726549.0,2184950.0,16915.13,4.84,4539.09,111.76,17140.0,0.2683
232,2019.0,1,Georgia,4.6,3720161.0,2196346.0,17757.9,4.98,4773.42,118.6,17600.0,0.2688
233,2020.0,1,Georgia,4.8,3722716.0,2213266.0,16557.39,-6.76,4447.66,93.88,17600.0,0.2686
234,2021.0,2,Georgia,8.0,3708610.0,2220419.0,18272.56,10.36,4927.06,101.71,17600.0,0.5393
235,2022.0,2,Georgia,6.699999999999999,3708610.0,2220419.0,18272.56,10.36,4927.06,101.71,17600.0,0.5393
236,2010.0,53,Germany,217.7,81776930.0,62940432.0,3087971.59,4.18,37760.91,79.87,880159.97,0.6481
237,2011.0,50,Germany,241.1,80274983.0,61940177.0,3209180.43,3.93,39977.34,85.21,850460.02,0.6229
238,2012.0,55,Germany,251.3,80425823.0,62064608.0,3222610.77,0.42,40069.35,86.51,863679.99,0.6839
239,2013.0,55,Germany,251.3,80645605.0,62242278.0,3236712.63,0.44,40135.02,85.08,880049.99,0.682
240,2014.0,33,Germany,170.9,80982500.0,62510392.0,3308229.2,2.21,40851.16,84.62,839190.0,0.4075
241,2015.0,103,Germany,435.1,81686611.0,63062064.0,3357585.72,1.49,41103.26,86.25,843880.0,1.2609
242,2016.0,119,Germany,467.6,82348669.0,63592936.0,3432459.88,2.23,41682.03,84.77,846940.0,1.4451
243,2017.0,114,Germany,467.8,82657002.0,63861626.0,3524457.73,2.68,42639.55,87.24,829679.99,1.3792
244,2018.0,123,Germany,578.7,82905782.0,64096118.0,3562734.21,1.09,42973.29,88.43,800960.02,1.4836
245,2019.0,123,Germany,578.7,83092962.0,64294010.0,3600339.16,1.06,43329.05,87.6,749710.02,1.4803
246,2020.0,114,Germany,539.5,83160871.0,64410589.0,3435817.46,-4.57,41315.31,81.11,749710.02,1.3708
247,2021.0,136,Germany,625.5,83129285.0,64461773.0,3535202.0,2.89,42526.55,89.39,749710.02,1.636
248,2022.0,134,Germany,608.0,83129285.0,64461773.0,3535202.0,2.89,42526.55,89.39,749710.02,1.636
249,2010.0,2,Greece,7.3,11121341.0,8484693.0,239780.04,-5.48,21560.35,51.2,108250.0,0.1798
250,2011.0,2,Greece,7.3,11104899.0,8511794.0,215444.01,-10.15,19400.81,56.83,105910.0,0.1801
