,year,billionaires,country,net_worth,country_population,urban_population,gdp_usd_mil,gdp_growth,gdp_per_capita,trade_percent_gdp,co2_emmissions,billionaires_per_mil_population
645,2021.0,27,Singapore,156.9,5453566.0,5453566.0,360897.29,7.61,66176.39,338.31,67230.0,4.9509
646,2022.0,26,Singapore,106.7,5453566.0,5453566.0,360897.29,7.61,66176.39,338.31,67230.0,4.9509
647,2017.0,1,Slovakia,1.1,5439232.0,2923642.0,93041.68,2.98,17105.67,188.47,40430.0,0.1838
648,2018.0,1,Slovakia,1.3,5446771.0,2926332.0,96572.07,3.79,17730.15,190.7,39880.0,0.1836
649,2019.0,1,Slovakia,1.3,5454147.0,2930459.0,99088.13,2.61,18167.48,184.13,38060.0,0.1833
650,2020.0,2,Slovakia,2.6,5458827.0,2934665.0,94769.12,-4.36,17360.71,169.95,38060.0,0.3664
651,2021.0,2,Slovakia,2.9,5447247.0,2931708.0,97631.59,3.02,17923.11,188.36,38060.0,0.3672
652,2022.0,2,Slovakia,3.0,5447247.0,2931708.0,97631.59,3.02,17923.11,188.36,38060.0,0.3672
653,2010.0,3,South Africa,9.6,51216967.0,31866173.0,311653.6,3.04,6084.97,50.41,534120.0,0.0586
654,2011.0,4,South Africa,16.7,52003759.0,32630279.0,321528.52,3.17,6182.79,54.64,518340.03,0.0769
655,2012.0,4,South Africa,17.7,52832659.0,33428280.0,329233.09,2.4,6231.62,55.58,538549.99,0.0757
656,2013.0,4,South Africa,17.7,53687125.0,34248628.0,337416.08,2.49,6284.86,58.88,548349.98,0.0745
657,2014.0,5,South Africa,19.6,54544184.0,35078456.0,342186.56,1.41,6273.57,59.5,560859.99,0.0917
658,2015.0,7,South Africa,28.55,55386369.0,35905875.0,346709.79,1.32,6259.84,56.73,536120.0,0.1264
659,2016.0,6,South Africa,21.8,56207649.0,36726640.0,349013.86,0.66,6209.37,55.86,536190.0,0.1067
660,2017.0,8,South Africa,26.599999999999998,57009751.0,37540921.0,353055.25,1.16,6192.89,53.54,550700.01,0.1403
661,2018.0,5,South Africa,20.9,57792520.0,38348227.0,358307.36,1.49,6199.89,54.51,549650.02,0.0865
662,2019.0,5,South Africa,20.9,58558267.0,39149715.0,358712.44,0.11,6125.74,54.15,555429.99,0.0854
663,2020.0,4,South Africa,17.1,59308690.0,39946775.0,335640.15,-6.43,5659.21,51.13,555429.99,0.0674
664,2021.0,5,South Africa,22.1,60041996.0,40736693.0,352135.53,4.91,5864.82,56.07,555429.99,0.0833
665,2022.0,5,South Africa,25.0,60041996.0,40736693.0,352135.53,4.91,5864.82,56.07,555429.99,0.0833
666,2010.0,11,South Korea,23.8,49554112.0,40602657.0,1261201.91,6.8,25451.0,91.4,645520.02,0.222
667,2011.0,17,South Korea,42.0,49936638.0,40909592.0,1307685.62,3.69,26186.9,105.57,669570.01,0.3404
668,2012.0,20,South Korea,47.0,50199853.0,41089082.0,1339103.18,2.4,26675.44,105.46,673010.01,0.3984
669,2013.0,20,South Korea,47.0,50428893.0,41240244.0,1381481.89,3.16,27394.65,97.95,673440.0,0.3966
670,2014.0,13,South Korea,33.6,50746659.0,41463573.0,1425723.21,3.2,28094.92,90.61,662919.98,0.2562
671,2015.0,30,South Korea,77.5,51014947.0,41645542.0,1465773.25,2.81,28732.23,79.13,683859.99,0.5881
672,2016.0,31,South Korea,75.1,51217803.0,41774264.0,1508967.85,2.95,29461.78,73.6,694679.99,0.6053
673,2017.0,38,South Korea,92.7,51361911.0,41861498.0,1556645.74,3.16,30307.4,77.12,708429.99,0.7398
674,2018.0,44,South Korea,126.8,51585058.0,42020672.0,1601903.71,2.91,31053.64,78.99,715500.0,0.853
675,2019.0,44,South Korea,126.8,51764822.0,42152095.0,1637850.08,2.24,31640.21,75.76,698460.02,0.85
676,2020.0,31,South Korea,92.1,51836239.0,42201956.0,1623895.08,-0.85,31327.41,69.22,698460.02,0.598
677,2021.0,43,South Korea,121.4,51744876.0,42127573.0,1689194.48,4.02,32644.67,79.76,698460.02,0.831
678,2022.0,41,South Korea,109.3,51744876.0,42127573.0,1689194.48,4.02,32644.67,79.76,698460.02,0.831
679,2010.0,13,Spain,50.4,46576897.0,36535850.0,1197152.2,0.16,25702.7,52.93,349269.99,0.2791
680,2011.0,14,Spain,61.6,46742697.0,36773882.0,1187402.91,-0.81,25402.96,58.79,348739.99,0.2995
681,2012.0,16,Spain,70.9,46773055.0,36904876.0,1152262.42,-2.96,24635.18,60.85,342350.01,0.3421
682,2013.0,16,Spain,70.9,46620045.0,36891840.0,1135722.91,-1.44,24361.26,62.0,315989.99,0.3432
683,2014.0,12,Spain,91.7,46480882.0,36890017.0,1151440.27,1.38,24772.34,63.87,314690.0,0.2582
684,2015.0,21,Spain,116.3,46444832.0,36971015.0,1195600.0,3.84,25742.37,64.21,325280.0,0.4521
685,2016.0,21,Spain,113.2,46484062.0,37112875.0,1231842.23,3.03,26500.31,63.77,315700.01,0.4518
686,2017.0,25,Spain,124.7,46593236.0,37311863.0,1268472.8,2.97,27224.4,66.69,332220.0,0.5366
687,2018.0,29,Spain,136.0,46797754.0,37588424.0,1297505.43,2.29,27725.81,67.61,324880.0,0.6197
688,2019.0,29,Spain,136.0,47134837.0,37974181.0,1324560.9,2.09,28101.53,66.98,306950.01,0.6153
689,2020.0,25,Spain,116.8,47363419.0,38274379.0,1181205.18,-10.82,24939.19,59.77,306950.01,0.5278
690,2021.0,30,Spain,137.0,47326687.0,38361119.0,1241794.57,5.13,26238.78,68.33,306950.01,0.6339
691,2022.0,27,Spain,116.0,47326687.0,38361119.0,1241794.57,5.13,26238.78,68.33,306950.01,0.6339
692,2012.0,1,St. Kitts and Nevis,1.6,49881.0,15494.0,836.74,-0.52,16774.7,,430.0,20.0477
693,2013.0,1,St. Kitts and Nevis,1.6,50328.0,15584.0,884.48,5.71,17574.31,,320.0,19.8697
694,2014.0,1,St. Kitts and Nevis,1.2,50776.0,15682.0,951.59,7.59,18740.9,,320.0,19.6943
695,2015.0,1,St. Kitts and Nevis,1.2,51204.0,15785.0,958.41,0.72,18717.43,,330.0,19.5297
696,2017.0,2,St. Kitts and Nevis,4.9,52036.0,16013.0,1005.22,0.94,19317.79,,340.0,38.4349
697,2018.0,3,St. Kitts and Nevis,4.2,52438.0,16138.0,1032.06,2.67,19681.49,,350.0,57.2104
698,2019.0,3,St. Kitts and Nevis,4.2,52834.0,16272.0,1081.64,4.8,20472.38,,350.0,56.7816
699,2020.0,2,St. Kitts and Nevis,2.6,53192.0,16406.0,925.78,-14.41,17404.41,,350.0,37.5996
700,2021.0,1,St. Kitts and Nevis,1.6,53546.0,16549.0,916.29,-1.02,17112.21,,350.0,18.6755
701,2022.0,1,St. Kitts and Nevis,1.5,53546.0,16549.0,916.29,-1.02,17112.21,,350.0,18.6755
702,2010.0,10,Sweden,83.7,9378126.0,7976659.0,453619.11,5.95,48369.91,84.25,60700.0,1.0663
703,2011.0,10,Sweden,73.9,9449213.0,8059895.0,468113.75,3.2,49539.97,85.79,56860.0,1.0583
704,2012.0,11,Sweden,75.7,9519374.0,8150488.0,465359.82,-0.59,48885.55,85.28,54050.0,1.1555
705,2013.0,11,Sweden,75.7,9600379.0,8250182.0,470887.25,1.19,49048.82,80.82,52260.0,1.1458
706,2014.0,10,Sweden,67.6,9696110.0,8362604.0,483402.48,2.66,49855.3,82.93,50890.0,1.0313
707,2015.0,23,Sweden,115.7,9799186.0,8481489.0,505103.78,4.49,51545.48,83.72,50850.0,2.3471
708,2016.0,26,Sweden,112.0,9923085.0,8618398.0,515562.43,2.07,51955.86,82.32,50390.0,2.6202
709,2017.0,31,Sweden,117.5,10057698.0,8764881.0,528801.68,2.57,52576.81,84.93,49990.0,3.0822
710,2018.0,32,Sweden,124.6,10175214.0,8896291.0,539113.43,1.95,52983.01,89.13,47190.0,3.1449
711,2019.0,32,Sweden,124.6,10278887.0,9015406.0,549821.28,1.99,53490.35,91.43,46190.0,3.1132
712,2020.0,32,Sweden,141.7,10353442.0,9108648.0,533633.54,-2.94,51541.66,84.52,46190.0,3.0908
713,2021.0,41,Sweden,182.0,10415811.0,9190703.0,559251.22,4.8,53692.53,88.16,46190.0,3.9363
714,2022.0,45,Sweden,165.70000000000002,10415811.0,9190703.0,559251.22,4.8,53692.53,88.16,46190.0,3.9363
715,2010.0,11,Switzerland,41.0,7824909.0,5759681.0,641851.65,3.27,82026.72,117.88,54720.0,1.4058
716,2011.0,11,Switzerland,42.1,7912398.0,5825978.0,654178.07,1.92,82677.6,123.09,50600.0,1.3902
717,2012.0,9,Switzerland,37.2,7996861.0,5889928.0,662140.68,1.22,82800.07,124.07,51910.0,1.1254
718,2013.0,9,Switzerland,37.2,8089346.0,5959745.0,674202.69,1.82,83344.52,130.89,52930.0,1.1126
719,2014.0,11,Switzerland,45.2,8188649.0,6034707.0,690699.38,2.45,84348.39,116.29,49120.0,1.3433
720,2015.0,29,Switzerland,98.6,8282396.0,6105617.0,702149.58,1.66,84776.14,113.12,48350.0,3.5014
721,2016.0,33,Switzerland,93.1,8373338.0,6174416.0,716509.85,2.05,85570.4,119.73,48850.0,3.9411
722,2017.0,36,Switzerland,107.4,8451840.0,6234162.0,727865.24,1.58,86119.15,119.27,47880.0,4.2594
723,2018.0,36,Switzerland,123.8,8514329.0,6283319.0,749096.38,2.92,87980.67,119.98,46610.0,4.2282
724,2019.0,36,Switzerland,123.8,8575280.0,6332759.0,758167.87,1.21,88413.19,119.22,46500.0,4.1981
725,2020.0,36,Switzerland,114.39999999999999,8636561.0,6383714.0,740026.24,-2.39,85685.29,115.89,46500.0,4.1683
726,2021.0,40,Switzerland,145.5,8697723.0,6435967.0,767349.13,3.69,88224.14,125.11,46500.0,4.5989
727,2022.0,41,Switzerland,181.9,8697723.0,6435967.0,767349.13,3.69,88224.14,125.11,46500.0,4.5989
728,2010.0,18,Taiwan,38.5,4.5989,4.5989,4.5989,4.5989,4.5989,4.5989,4.5989,4.5989
729,2011.0,25,Taiwan,62.300000000000004,,,,,,,,
730,2012.0,24,Taiwan,61.5,,,,,,,,
731,2013.0,24,Taiwan,61.5,,,,,,,,
732,2014.0,15,Taiwan,43.9,,,,,,,,
733,2015.0,33,Taiwan,82.05,,,,,,,,
734,2016.0,25,Taiwan,54.1,,,,,,,,
735,2017.0,31,Taiwan,75.2,,,,,,,,
736,2018.0,35,Taiwan,84.4,,,,,,,,
737,2019.0,35,Taiwan,84.4,,,,,,,,
738,2020.0,40,Taiwan,87.8,,,,,,,,
739,2021.0,47,Taiwan,115.6,,,,,,,,
740,2022.0,51,Taiwan,150.9,,,,,,,,
741,2015.0,2,Tanzania,2.25,51482638.0,16277266.0,47378.6,6.16,947.93,40.76,81710.0,0.0388
742,2016.0,1,Tanzania,1.1,53049231.0,17152408.0,50632.14,6.87,983.17,35.42,81450.0,0.0189
743,2017.0,1,Tanzania,1.4,54660345.0,18066884.0,54067.88,6.79,1018.99,32.24,80550.0,0.0183
744,2018.0,1,Tanzania,1.5,56313444.0,19020429.0,57011.86,5.44,1042.99,32.64,81790.0,0.0178
745,2019.0,1,Tanzania,1.5,58005461.0,20011884.0,60318.54,5.8,1071.35,32.96,84000.0,0.0172
746,2020.0,1,Tanzania,1.6,59734213.0,21042571.0,61522.71,2.0,1061.17,29.6,84000.0,0.0167
747,2021.0,1,Tanzania,1.6,61498438.0,22111148.0,64155.32,4.28,1074.89,31.38,84000.0,0.0163
748,2022.0,1,Tanzania,1.5,61498438.0,22111148.0,64155.32,4.28,1074.89,31.38,84000.0,0.0163
749,2010.0,3,Thailand,9.1,67195032.0,29469053.0,346968.11,7.51,5163.6,127.25,350959.99,0.0446
750,2011.0,3,Thailand,15.8,67518379.0,30179365.0,349883.1,0.84,5182.04,139.68,352230.01,0.0444
751,2012.0,5,Thailand,20.6,67835969.0,30828056.0,375224.42,7.24,5531.35,137.67,373850.01,0.0737
752,2013.0,5,Thailand,20.6,68144519.0,31477998.0,385308.56,2.69,5654.29,132.46,385940.0,0.0734
753,2014.0,8,Thailand,20.6,68438748.0,32127201.0,389101.8,0.98,5685.4,130.91,379980.01,0.1169
754,2015.0,16,Thailand,54.8,68714519.0,32772703.0,401296.44,3.13,5840.05,124.84,385010.01,0.2328
755,2016.0,16,Thailand,44.9,68971313.0,33415222.0,415081.6,3.44,6018.18,120.58,395340.0,0.232
756,2017.0,20,Thailand,63.2,69209817.0,34051230.0,432422.39,4.18,6247.99,120.89,402250.0,0.289
757,2018.0,30,Thailand,93.3,69428454.0,34678818.0,450683.02,4.22,6491.33,120.84,407140.01,0.4321
758,2019.0,30,Thailand,93.3,69625581.0,35294600.0,460380.17,2.15,6612.23,109.67,422090.0,0.4309
759,2020.0,30,Thailand,94.6,69799978.0,35898129.0,431857.37,-6.2,6187.07,97.82,422090.0,0.4298
760,2021.0,31,Thailand,105.4,69950844.0,36488459.0,438621.53,1.57,6270.43,116.68,422090.0,0.4432
761,2022.0,28,Thailand,95.3,69950844.0,36488459.0,438621.53,1.57,6270.43,116.68,422090.0,0.4432
762,2010.0,28,Turkey,42.8,72326992.0,51225592.0,614171.06,8.43,8491.59,46.69,370450.01,0.3871
763,2011.0,38,Turkey,65.6,73443254.0,52439952.0,682958.9,11.2,9299.14,53.3,393040.01,0.5174
764,2012.0,34,Turkey,54.3,74651046.0,53729344.0,715662.34,4.79,9586.77,52.83,408590.0,0.4555
765,2013.0,34,Turkey,54.3,75925454.0,55069491.0,776392.14,8.49,10225.72,52.53,399450.01,0.4478
766,2014.0,9,Turkey,14.8,77229262.0,56436828.0,814743.7,4.94,10549.68,53.77,424700.01,0.1165
767,2015.0,32,Turkey,52.45,78529413.0,57806286.0,864316.67,6.08,11006.28,51.09,432040.01,0.4075
768,2016.0,30,Turkey,45.4,79827868.0,59179592.0,893038.64,3.32,11187.05,48.33,459000.0,0.3758
769,2017.0,29,Turkey,48.5,81116451.0,60548564.0,960034.38,7.5,11835.26,55.76,500910.0,0.3575
770,2018.0,36,Turkey,64.7,82340090.0,61872814.0,988642.3,2.98,12006.82,62.55,499290.01,0.4372
771,2019.0,36,Turkey,64.7,83429607.0,63097812.0,997437.12,0.89,11955.43,62.61,488470.0,0.4315
772,2020.0,24,Turkey,41.6,84339067.0,64186247.0,1015326.66,1.79,12038.63,61.14,488470.0,0.2846
773,2021.0,27,Turkey,55.2,85042736.0,65116373.0,1126872.29,10.99,13250.66,71.21,488470.0,0.3175
774,2022.0,24,Turkey,40.8,85042736.0,65116373.0,1126872.29,10.99,13250.66,71.21,488470.0,0.3175
775,2015.0,1,Uganda,1.1,38225447.0,8432534.0,32387.18,5.19,847.27,37.69,39030.0,0.0262
776,2010.0,5,Ukraine,13.2,45870741.0,31465493.0,106195.34,4.09,2315.1,95.73,327540.01,0.109
777,2011.0,9,Ukraine,32.7,45706086.0,31395053.0,111977.98,5.45,2449.96,104.81,343290.01,0.1969
778,2012.0,8,Ukraine,31.1,45593342.0,31360012.0,112148.54,0.15,2459.76,102.62,335940.0,0.1755
779,2013.0,8,Ukraine,31.1,45489648.0,31330995.0,112199.5,0.05,2466.48,94.0,331260.01,0.1759
780,2014.0,4,Ukraine,17.5,45272155.0,31223300.0,100891.03,-10.08,2346.24,100.69,297019.99,0.0884
781,2015.0,5,Ukraine,11.85,45154036.0,31183829.0,91030.96,-9.77,2124.66,107.81,247550.0,0.1107
782,2016.0,5,Ukraine,7.1,45004673.0,31122532.0,93253.01,2.44,2185.32,105.52,259410.0,0.1111
783,2017.0,6,Ukraine,10.6,44831135.0,31043768.0,95453.75,2.36,2246.74,104.03,233340.0,0.1338
784,2018.0,7,Ukraine,13.2,44622518.0,30946609.0,98783.53,3.49,2336.98,99.2,244840.0,0.1569
785,2019.0,7,Ukraine,13.2,44386203.0,30836427.0,101944.11,3.2,2425.63,90.51,233259.99,0.1577
786,2020.0,7,Ukraine,10.4,44132049.0,30719437.0,98118.35,-3.75,2350.4,79.16,233259.99,0.1586
787,2021.0,7,Ukraine,18.9,43814581.0,30563737.0,101454.37,3.4,2451.9,82.62,233259.99,0.1598
788,2022.0,7,Ukraine,11.9,43814581.0,30563737.0,101454.37,3.4,2451.9,82.62,233259.99,0.1598
789,2010.0,4,United Arab Emirates,9.0,8549998.0,7189437.0,278172.54,1.6,32534.81,143.88,201890.0,0.4678
790,2011.0,4,United Arab Emirates,6.9,8946778.0,7553138.0,297445.75,6.93,33246.13,151.67,207490.01,0.4471
791,2012.0,4,United Arab Emirates,7.6,9141598.0,7747413.0,310782.59,4.48,33996.53,164.25,219590.0,0.4376
792,2013.0,4,United Arab Emirates,7.6,9197908.0,7824292.0,326486.68,5.05,35495.75,165.28,230890.0,0.4349
793,2014.0,2,United Arab Emirates,7.0,9214182.0,7866608.0,340885.02,4.41,36995.69,168.49,231800.0,0.2171
794,2015.0,4,United Arab Emirates,19.2,9262896.0,7935894.0,358134.94,5.06,38663.39,175.22,245220.0,0.4318
795,2016.0,5,United Arab Emirates,18.400000000000002,9360975.0,8047162.0,368822.47,2.98,39400.01,176.75,252920.0,0.5341
796,2017.0,5,United Arab Emirates,27.3,9487206.0,8182525.0,377576.65,2.37,39798.51,175.0,248690.0,0.527
797,2018.0,7,United Arab Emirates,24.0,9630966.0,8332904.0,382069.27,1.19,39670.92,159.73,229380.0,0.7268
798,2019.0,7,United Arab Emirates,24.0,9770526.0,8479742.0,395103.71,3.41,40438.33,167.69,243550.0,0.7164
799,2020.0,4,United Arab Emirates,11.2,9890400.0,8609395.0,370866.07,-6.13,37497.58,162.21,243550.0,0.4044
800,2021.0,4,United Arab Emirates,11.0,9991083.0,8722116.0,370866.07,-6.13,37497.58,162.21,243550.0,0.4004
801,2022.0,4,United Arab Emirates,22.9,9991083.0,8722116.0,370866.07,-6.13,37497.58,162.21,243550.0,0.4004
802,2010.0,29,United Kingdom,76.7,62766365.0,51030310.0,2666812.63,2.13,42487.93,58.25,591320.01,0.462
803,2011.0,33,United Kingdom,94.7,63258810.0,51600211.0,2705683.12,1.46,42771.64,62.43,548390.01,0.5217
804,2012.0,36,United Kingdom,98.6,63700215.0,52130345.0,2745453.62,1.47,43099.6,61.11,568539.98,0.5651
805,2013.0,36,United Kingdom,98.6,64128273.0,52650595.0,2797343.19,1.89,43621.06,60.85,551159.97,0.5614
806,2014.0,16,United Kingdom,47.3,64602298.0,53209683.0,2881016.34,2.99,44596.19,57.98,511660.0,0.2477
807,2015.0,53,United Kingdom,171.15,65116219.0,53802927.0,2956573.78,2.62,45404.57,55.92,496299.99,0.8139
808,2016.0,50,United Kingdom,161.8,65611593.0,54382825.0,3023494.75,2.26,46081.72,58.08,476540.01,0.7621
809,2017.0,54,United Kingdom,162.5,66058859.0,54923317.0,3088029.83,2.13,46746.64,61.35,461609.99,0.8175
810,2018.0,54,United Kingdom,202.9,66460344.0,55426598.0,3139010.9,1.65,47231.34,62.31,453429.99,0.8125
811,2019.0,54,United Kingdom,202.9,66836327.0,55909924.0,3191493.41,1.67,47750.88,62.93,440079.99,0.8079
812,2020.0,51,United Kingdom,193.7,67081000.0,56282971.0,2895628.86,-9.27,43166.16,56.43,440079.99,0.7603
813,2021.0,56,United Kingdom,213.9,67326569.0,56656654.0,3111100.51,7.44,46209.11,55.24,440079.99,0.8318
814,2022.0,50,United Kingdom,200.1,67326569.0,56656654.0,3111100.51,7.44,46209.11,55.24,440079.99,0.8318
815,2010.0,403,United States,1349.3,309327143.0,249849720.0,16383037.06,2.71,52963.46,28.22,6427129.88,1.3028
816,2011.0,411,United States,1524.4,311583481.0,252208133.0,16636956.92,1.55,53394.86,30.84,6229600.1,1.3191
817,2012.0,424,United States,1639.8,313877662.0,254614421.0,17016393.93,2.28,54213.46,30.68,6011120.12,1.3508
818,2013.0,424,United States,1639.8,316059947.0,256953576.0,17329814.71,1.84,54830.78,30.0,6152160.16,1.3415
819,2014.0,204,United States,1143.0,318386329.0,259430732.0,17726282.04,2.29,55675.39,30.0,6197430.18,0.6407
820,2015.0,536,United States,2566.55,320738994.0,261950744.0,18206020.74,2.71,56762.73,27.81,6082160.16,1.6711
821,2016.0,540,United States,2399.0,323071755.0,264473000.0,18509601.05,1.67,57292.54,26.59,5974200.2,1.6715
822,2017.0,565,United States,2756.8,325122128.0,266788716.0,18927118.51,2.26,58215.41,27.25,5918759.77,1.7378
823,2018.0,585,United States,3096.7,326838199.0,268844029.0,19479574.02,2.92,59600.05,27.59,6121629.88,1.7899
824,2019.0,585,United States,3096.7,328329953.0,270737596.0,19925436.11,2.29,60687.23,26.37,6001209.96,1.7817
825,2020.0,637,United States,3487.8,331501080.0,274032053.0,19247056.78,-3.4,58060.31,23.44,6001209.96,1.9216
826,2021.0,724,United States,4398.4,331893745.0,275050303.0,20338578.0,5.67,61280.39,23.44,6001209.96,2.1814
827,2022.0,735,United States,4701.1,331893745.0,275050303.0,20338578.0,5.67,61280.39,23.44,6001209.96,2.1814
828,2022.0,2,Uruguay,3.0,,,,,,,,
829,2010.0,2,Venezuela,7.7,28439942.0,25050754.0,,-1.49,,46.14,360840.0,0.0703
830,2011.0,2,Venezuela,7.6,28887873.0,25452527.0,,4.18,,49.64,358120.0,0.0692
831,2012.0,2,Venezuela,7.6,29360827.0,25873642.0,,5.63,,50.4,394470.0,0.0681
832,2013.0,2,Venezuela,7.6,29781046.0,26246929.0,,1.34,,54.28,396489.99,0.0672
833,2014.0,1,Venezuela,1.5,30042973.0,26481078.0,,-3.89,,48.09,393760.01,0.0333
834,2015.0,3,Venezuela,9.6,30081827.0,26518334.0,,-3.89,,48.09,371120.0,0.0997
835,2016.0,3,Venezuela,7.2,29851249.0,26318354.0,,-3.89,,48.09,349730.01,0.1005
836,2017.0,2,Venezuela,5.1,29402480.0,25927989.0,,-3.89,,48.09,320700.01,0.068
837,2018.0,2,Venezuela,5.5,28887117.0,25480748.0,,-3.89,,48.09,293720.0,0.0692
838,2019.0,2,Venezuela,5.5,28515829.0,25162368.0,,-3.89,,48.09,255740.01,0.0701
839,2020.0,1,Venezuela,3.5,28435943.0,25102966.0,,-3.89,,48.09,255740.01,0.0352
840,2021.0,1,Venezuela,3.2,28704947.0,25353644.0,,-3.89,,48.09,255740.01,0.0348
841,2022.0,1,Venezuela,3.5,28704947.0,25353644.0,,-3.89,,48.09,255740.01,0.0348
842,2014.0,1,Vietnam,1.6,91713850.0,30371041.0,223625.79,6.42,2438.3,,291880.0,0.0109
843,2015.0,1,Vietnam,1.7,92677082.0,31333195.0,239257.23,6.99,2581.62,,333640.01,0.0108
844,2016.0,1,Vietnam,1.8,93640435.0,32315314.0,255263.54,6.69,2726.0,,334450.01,0.0107
845,2017.0,2,Vietnam,3.5999999999999996,94600643.0,33311724.0,272978.83,6.94,2885.59,,342090.0,0.0211
846,2018.0,4,Vietnam,10.5,95545959.0,34319153.0,292633.31,7.2,3062.75,,398890.01,0.0419
847,2019.0,4,Vietnam,10.5,96462108.0,35332141.0,313556.59,7.15,3250.57,,450149.99,0.0415
848,2020.0,6,Vietnam,13.2,97338583.0,36346227.0,322775.16,2.94,3316.0,,450149.99,0.0616
849,2021.0,6,Vietnam,16.7,98168829.0,37355203.0,331131.56,2.59,3373.08,,450149.99,0.0611
850,2022.0,7,Vietnam,21.2,98168829.0,37355203.0,331131.56,2.59,3373.08,,450149.99,0.0611
851,2018.0,1,Zimbabwe,1.4,14438812.0,4650597.0,22077.32,4.82,1529.03,69.45,30830.0,0.0693
852,2019.0,1,Zimbabwe,1.4,14645473.0,4717307.0,20720.84,-6.14,1414.83,63.28,30530.0,0.0683
853,2020.0,1,Zimbabwe,1.7,14862927.0,4792105.0,19426.05,-6.25,1307.01,76.0,30530.0,0.0673
854,2021.0,1,Zimbabwe,1.5,15092171.0,4875224.0,20562.36,5.85,1362.45,76.0,30530.0,0.0663
855,2022.0,1,Zimbabwe,3.0,15092171.0,4875224.0,20562.36,5.85,1362.45,76.0,30530.0,0.0663
